# =============================================================================
# PRIZM MOBILE — MASTER INVENTORY & TRACEABILITY MATRIX
# =============================================================================
# 
# Standard: IEEE 829-2008 / QA-QC-POLICY-AND-PLAN.md §4.0
# Single source of truth for ALL module operations across ALL batches.
# Every agent MUST update this file when sweeping, testing, or deploying.
#
# ── MANDATORY HEADER (do not change column order or names) ──────────────────
#
# #,Batch,Round,Module,Operation,Category,HTTPMethod,APIEndpoint,WEBUI_Method,
# WEBUI_Available,API_Available,Mobile_Available,Tested,HTTP_Code,Success,
# Iterations,Gap_Severity,Fields,Notes
#
# ── HOW TO UPDATE ────────────────────────────────────────────────────────────
#
# 1. NEVER change the header row. All agents use same columns.
# 2. Sweeping new module: add rows with Round=1, Tested=NO, Success=PENDING
# 3. Testing: update Tested=YES, HTTP_Code=200, Success=YES/NO, increment Iterations
# 4. Fixing: increment Round, update Notes with fix description
# 5. Each batch round = new block with blank line + separator comment
# 6. Do NOT delete old rows — increment Iterations and update Success
#
# ── BATCH DEFINITIONS (from QA-QC-POLICY-AND-PLAN.md §2.2) ──────────────────
#
# BATCH 1: Tasks (Pilot)
# BATCH 2: Customers · Contacts · Leads · Contracts · Business Partners · Projects · Milestones
# BATCH 3: Invoices · Estimates · Proposals · Payments · Items · Credit Notes · Expenses · Budget · Cost Centers
# BATCH 4: Tickets · Knowledge Base · Surveys · Announcements
# BATCH 5: Purchase Requests · Purchase Orders · Payment Requests · Expense Requests · Suppliers · Delivery Notes · Quotations · Received Vouchers · Completion Certificates
# BATCH 6: Staff · HR Records · HR Payroll · Recruitment · Leaves · Timesheets · Goals · Todo
# BATCH 7: Gatepass · Fixed Equipment · Materials Catalog · Vehicles · Cost Centers
# BATCH 8: Tenders · Opportunities · Technical Inquiries · RFQ · Advance Leads
# BATCH 9: Dashboard · Calendar · Reports · Settings · Roles · Permissions · API Management · Automation · Custom Fields · Filters · Mods · Backup · Documentation
# BATCH 10: AI Gateway · AI Feature Management · Outlook365 · QuickBooks · Linkedin · DMS · KBI · SMS/OTP
#
# =============================================================================
# ===== BATCH 1 — ROUND 1 — Tasks Pilot (Sweep) ===================
#,Batch,Round,Module,Operation,Category,HTTPMethod,APIEndpoint,WEBUI_Method,WEBUI_Available,API_Available,Mobile_Available,Tested,HTTP_Code,Success,Iterations,Gap_Severity,Fields,Notes
3765,5,1,delivery_notes,list_bin_records (Delivery_Notes),ACTION,POST,,list_bin_records,YES,NO,NO,NO,N/A,PENDING,0,MEDIUM,,
3766,5,1,delivery_notes,get_bin_records_data (Delivery_Notes),VALIDATE,GET,,get_bin_records_data,YES,NO,NO,NO,N/A,PENDING,0,MEDIUM,,
3767,5,1,delivery_notes,delivery_notes (Delivery_Notes),ACTION,POST,,delivery_notes,YES,NO,NO,NO,N/A,PENDING,0,MEDIUM,,
3768,5,1,delivery_notes,view_delivery_note (Delivery_Notes),ACTION,POST,,view_delivery_note,YES,NO,NO,NO,N/A,PENDING,0,MEDIUM,,
3769,5,1,delivery_notes,delete_delivery_notes (Delivery_Notes),DELETE,DELETE,,delete_delivery_notes,YES,NO,NO,NO,N/A,PENDING,0,MEDIUM,,
3770,5,1,delivery_notes,delete_dn_permanently (Delivery_Notes),DELETE,DELETE,,delete_dn_permanently,YES,NO,NO,NO,N/A,PENDING,0,MEDIUM,,
3771,5,1,delivery_notes,bin_records (Delivery_Notes),ACTION,POST,,bin_records,YES,NO,NO,NO,N/A,PENDING,0,MEDIUM,,
3772,5,1,delivery_notes,checkStatusAsWhole (Delivery_Notes),ACTION,POST,,checkStatusAsWhole,YES,NO,NO,NO,N/A,PENDING,0,MEDIUM,,
3773,5,1,delivery_notes,bin_records_table (Delivery_Notes),READ,GET,,bin_records_table,YES,NO,NO,NO,N/A,PENDING,0,MEDIUM,,
3774,5,1,delivery_notes,delivery_attachment (Delivery_Notes),UPLOAD,POST,,delivery_attachment,YES,NO,NO,NO,N/A,PENDING,0,MEDIUM,,
3775,5,1,delivery_notes,file_delivery (Delivery_Notes),ACTION,POST,,file_delivery,YES,NO,NO,NO,N/A,PENDING,0,MEDIUM,,
3776,5,1,delivery_notes,delete_attachment (Delivery_Notes),DELETE,DELETE,,delete_attachment,YES,NO,NO,NO,N/A,PENDING,0,MEDIUM,,
3777,5,1,delivery_notes,get_purchase_orders (Delivery_Notes),VALIDATE,GET,,get_purchase_orders,YES,NO,NO,NO,N/A,PENDING,0,MEDIUM,,
3778,5,1,delivery_notes,get_po_items_by_id (Delivery_Notes),VALIDATE,GET,,get_po_items_by_id,YES,NO,NO,NO,N/A,PENDING,0,MEDIUM,,
3779,5,1,delivery_notes,get_budget_item_by_id (Delivery_Notes),VALIDATE,GET,,get_budget_item_by_id,YES,NO,NO,NO,N/A,PENDING,0,MEDIUM,,
3780,5,1,delivery_notes,submit_delivery_approval (Delivery_Notes),ACTION,POST,,submit_delivery_approval,YES,NO,NO,NO,N/A,PENDING,0,MEDIUM,,
3781,5,1,delivery_notes,changeCurrentStatus (Delivery_Notes),ACTION,POST,,changeCurrentStatus,YES,NO,NO,NO,N/A,PENDING,0,MEDIUM,,
3782,5,1,delivery_notes,changestatusofthedn (Delivery_Notes),ACTION,POST,,changestatusofthedn,YES,NO,NO,NO,N/A,PENDING,0,MEDIUM,,
3783,5,1,delivery_notes,findNextApprover (Delivery_Notes),ACTION,POST,,findNextApprover,YES,NO,NO,NO,N/A,PENDING,0,MEDIUM,,
3784,5,1,delivery_notes,GetOverlAllItemsStatusByDNID (Delivery_Notes),ACTION,POST,,GetOverlAllItemsStatusByDNID,YES,NO,NO,NO,N/A,PENDING,0,MEDIUM,,
3785,5,1,delivery_notes,resubmitstatusofDelivery (Delivery_Notes),ACTION,POST,,resubmitstatusofDelivery,YES,NO,NO,NO,N/A,PENDING,0,MEDIUM,,
3786,5,1,delivery_notes,cancel_approval (Delivery_Notes),ACTION,POST,,cancel_approval,YES,NO,NO,NO,N/A,PENDING,0,MEDIUM,,
3787,5,1,delivery_notes,cancel_rejection (Delivery_Notes),ACTION,POST,,cancel_rejection,YES,NO,NO,NO,N/A,PENDING,0,MEDIUM,,
3788,5,1,delivery_notes,delivery_stages (Delivery_Notes),ACTION,POST,,delivery_stages,YES,NO,NO,NO,N/A,PENDING,0,MEDIUM,,
3789,5,1,delivery_notes,Add_delivery_log (Delivery_Notes),ACTION,POST,,Add_delivery_log,YES,NO,NO,NO,N/A,PENDING,0,MEDIUM,,
3790,5,1,delivery_notes,delete_delivery_stage (Delivery_Notes),DELETE,DELETE,,delete_delivery_stage,YES,NO,NO,NO,N/A,PENDING,0,MEDIUM,,
3791,5,1,delivery_notes,getthestatusdetail (Delivery_Notes),ACTION,POST,,getthestatusdetail,YES,NO,NO,NO,N/A,PENDING,0,MEDIUM,,
3792,5,1,delivery_notes,getthedeliverystatusapprover (Delivery_Notes),ACTION,POST,,getthedeliverystatusapprover,YES,NO,NO,NO,N/A,PENDING,0,MEDIUM,,
3793,5,1,delivery_notes,add_delivery_status (Delivery_Notes),ACTION,POST,,add_delivery_status,YES,NO,NO,NO,N/A,PENDING,0,MEDIUM,,
3794,5,1,delivery_notes,delete_delivery_status (Delivery_Notes),DELETE,DELETE,,delete_delivery_status,YES,NO,NO,NO,N/A,PENDING,0,MEDIUM,,
3795,5,1,delivery_notes,pdf (Delivery_Notes),ACTION,POST,,pdf,YES,NO,NO,NO,N/A,PENDING,0,MEDIUM,,
3796,5,1,delivery_notes,get_dn_data_ajax (Delivery_Notes),VALIDATE,GET,,get_dn_data_ajax,YES,NO,NO,NO,N/A,PENDING,0,MEDIUM,,
3797,5,1,delivery_notes,get_costcenters_for_po (Delivery_Notes),VALIDATE,GET,,get_costcenters_for_po,YES,NO,NO,NO,N/A,PENDING,0,MEDIUM,,
3798,5,1,delivery_notes,update_status_counters (Delivery_Notes),ACTION,POST,,update_status_counters,YES,NO,NO,NO,N/A,PENDING,0,MEDIUM,,
3799,5,1,delivery_notes,items_table (Delivery_Notes),READ,GET,,items_table,YES,NO,NO,NO,N/A,PENDING,0,MEDIUM,,
3800,5,1,delivery_notes,refresh_delivery_note_item (Delivery_Notes),ACTION,POST,,refresh_delivery_note_item,YES,NO,NO,NO,N/A,PENDING,0,MEDIUM,,
3918,5,1,przpurchase,index (Przpurchase),LIST,GET,,index,YES,NO,NO,NO,N/A,PENDING,0,MEDIUM,,
3919,5,1,przpurchase,list_prz_purchase_request (Przpurchase),ACTION,POST,,list_prz_purchase_request,YES,NO,NO,NO,N/A,PENDING,0,MEDIUM,,
3920,5,1,przpurchase,table (Przpurchase),LIST,GET,,table,YES,NO,NO,NO,N/A,PENDING,0,MEDIUM,,
3921,5,1,przpurchase,ag_index (Przpurchase),ACTION,POST,,ag_index,YES,NO,NO,NO,N/A,PENDING,0,MEDIUM,,
3922,5,1,przpurchase,list_ag_prz_purchase_request (Przpurchase),ACTION,POST,,list_ag_prz_purchase_request,YES,NO,NO,NO,N/A,PENDING,0,MEDIUM,,
3923,5,1,przpurchase,get_table_data (Przpurchase),VALIDATE,GET,,get_table_data,YES,NO,NO,NO,N/A,PENDING,0,MEDIUM,,
3924,5,1,przpurchase,list_bin_records (Przpurchase),ACTION,POST,,list_bin_records,YES,NO,NO,NO,N/A,PENDING,0,MEDIUM,,
3925,5,1,przpurchase,get_bin_records_data (Przpurchase),VALIDATE,GET,,get_bin_records_data,YES,NO,NO,NO,N/A,PENDING,0,MEDIUM,,
3926,5,1,przpurchase,ag_view_purchase_request (Przpurchase),ACTION,POST,,ag_view_purchase_request,YES,NO,NO,NO,N/A,PENDING,0,MEDIUM,,
3927,5,1,przpurchase,get_table_data_items (Przpurchase),VALIDATE,GET,,get_table_data_items,YES,NO,NO,NO,N/A,PENDING,0,MEDIUM,,
3928,5,1,przpurchase,ag_pur_request (Przpurchase),ACTION,POST,,ag_pur_request,YES,NO,NO,NO,N/A,PENDING,0,MEDIUM,,
3929,5,1,przpurchase,ag_delete_pur_request (Przpurchase),ACTION,POST,,ag_delete_pur_request,YES,NO,NO,NO,N/A,PENDING,0,MEDIUM,,
3930,5,1,przpurchase,pur_request (Przpurchase),ACTION,POST,,pur_request,YES,NO,NO,NO,N/A,PENDING,0,MEDIUM,,
3931,5,1,przpurchase,table_project_przpur_request (Przpurchase),READ,GET,,table_project_przpur_request,YES,NO,NO,NO,N/A,PENDING,0,MEDIUM,,
3932,5,1,przpurchase,get_item_by_id (Przpurchase),VALIDATE,GET,,get_item_by_id,YES,NO,NO,NO,N/A,PENDING,0,MEDIUM,,
3933,5,1,przpurchase,refresh_purchase_request_item (Przpurchase),ACTION,POST,,refresh_purchase_request_item,YES,NO,NO,NO,N/A,PENDING,0,MEDIUM,,
3934,5,1,przpurchase,bin_records (Przpurchase),ACTION,POST,,bin_records,YES,NO,NO,NO,N/A,PENDING,0,MEDIUM,,
3935,5,1,przpurchase,bin_records_table (Przpurchase),READ,GET,,bin_records_table,YES,NO,NO,NO,N/A,PENDING,0,MEDIUM,,
3936,5,1,przpurchase,delete_pr_permanently (Przpurchase),DELETE,DELETE,,delete_pr_permanently,YES,NO,NO,NO,N/A,PENDING,0,MEDIUM,,
3937,5,1,przpurchase,delete_permanently (Przpurchase),DELETE,DELETE,,delete_permanently,YES,NO,NO,NO,N/A,PENDING,0,MEDIUM,,
3938,5,1,przpurchase,get_budget_item_by_id (Przpurchase),VALIDATE,GET,,get_budget_item_by_id,YES,NO,NO,NO,N/A,PENDING,0,MEDIUM,,
3939,5,1,przpurchase,ajax_get_budget_items (Przpurchase),ACTION,POST,,ajax_get_budget_items,YES,NO,NO,NO,N/A,PENDING,0,MEDIUM,,
3940,5,1,przpurchase,delete_pur_request (Przpurchase),DELETE,DELETE,,delete_pur_request,YES,NO,NO,NO,N/A,PENDING,0,MEDIUM,,
3941,5,1,przpurchase,revoke_pr_item (Przpurchase),ACTION,POST,,revoke_pr_item,YES,NO,NO,NO,N/A,PENDING,0,MEDIUM,,
3942,5,1,przpurchase,load_related_data (Przpurchase),ACTION,POST,,load_related_data,YES,NO,NO,NO,N/A,PENDING,0,MEDIUM,,
3943,5,1,przpurchase,get_resource_requests (Przpurchase),VALIDATE,GET,,get_resource_requests,YES,NO,NO,NO,N/A,PENDING,0,MEDIUM,,
3944,5,1,przpurchase,get_quotation_items (Przpurchase),VALIDATE,GET,,get_quotation_items,YES,NO,NO,NO,N/A,PENDING,0,MEDIUM,,
3945,5,1,przpurchase,get_quot_item_by_id (Przpurchase),VALIDATE,GET,,get_quot_item_by_id,YES,NO,NO,NO,N/A,PENDING,0,MEDIUM,,
3946,5,1,przpurchase,Add_purchase_log (Przpurchase),ACTION,POST,,Add_purchase_log,YES,NO,NO,NO,N/A,PENDING,0,MEDIUM,,
3947,5,1,przpurchase,przpurchase_attachment (Przpurchase),UPLOAD,POST,,przpurchase_attachment,YES,NO,NO,NO,N/A,PENDING,0,MEDIUM,,
3948,5,1,przpurchase,file_przpurchase (Przpurchase),ACTION,POST,,file_przpurchase,YES,NO,NO,NO,N/A,PENDING,0,MEDIUM,,
3949,5,1,przpurchase,delete_attachment (Przpurchase),DELETE,DELETE,,delete_attachment,YES,NO,NO,NO,N/A,PENDING,0,MEDIUM,,
3950,5,1,przpurchase,get_purchase_request_row_template (Przpurchase),VALIDATE,GET,,get_purchase_request_row_template,YES,NO,NO,NO,N/A,PENDING,0,MEDIUM,,
3951,5,1,przpurchase,get_purchase_reguest (Przpurchase),VALIDATE,GET,,get_purchase_reguest,YES,NO,NO,NO,N/A,PENDING,0,MEDIUM,,
3952,5,1,przpurchase,checkStatusAsWhole (Przpurchase),ACTION,POST,,checkStatusAsWhole,YES,NO,NO,NO,N/A,PENDING,0,MEDIUM,,
3953,5,1,przpurchase,GetOverlAllItemSttaus (Przpurchase),ACTION,POST,,GetOverlAllItemSttaus,YES,NO,NO,NO,N/A,PENDING,0,MEDIUM,,
3954,5,1,przpurchase,updatePrzPurchaseitemstatus (Przpurchase),ACTION,POST,,updatePrzPurchaseitemstatus,YES,NO,NO,NO,N/A,PENDING,0,MEDIUM,,
3955,5,1,przpurchase,submitpurchasereqapproval (Przpurchase),ACTION,POST,,submitpurchasereqapproval,YES,NO,NO,NO,N/A,PENDING,0,MEDIUM,,
3956,5,1,przpurchase,partialpurchaseitemupdate (Przpurchase),ACTION,POST,,partialpurchaseitemupdate,YES,NO,NO,NO,N/A,PENDING,0,MEDIUM,,
3957,5,1,przpurchase,resubmitstatusofPurReq (Przpurchase),ACTION,POST,,resubmitstatusofPurReq,YES,NO,NO,NO,N/A,PENDING,0,MEDIUM,,
3958,5,1,przpurchase,pdf (Przpurchase),ACTION,POST,,pdf,YES,NO,NO,NO,N/A,PENDING,0,MEDIUM,,
3959,5,1,przpurchase,confirm_order (Przpurchase),ACTION,POST,,confirm_order,YES,NO,NO,NO,N/A,PENDING,0,MEDIUM,,
3960,5,1,przpurchase,cancel_approval (Przpurchase),ACTION,POST,,cancel_approval,YES,NO,NO,NO,N/A,PENDING,0,MEDIUM,,
3961,5,1,przpurchase,cancel_rejection (Przpurchase),ACTION,POST,,cancel_rejection,YES,NO,NO,NO,N/A,PENDING,0,MEDIUM,,
3962,5,1,przpurchase,viewapprovallog (Przpurchase),ACTION,POST,,viewapprovallog,YES,NO,NO,NO,N/A,PENDING,0,MEDIUM,,
3963,5,1,przpurchase,changeCurrentStatus (Przpurchase),ACTION,POST,,changeCurrentStatus,YES,NO,NO,NO,N/A,PENDING,0,MEDIUM,,
3964,5,1,przpurchase,findNextApprover (Przpurchase),ACTION,POST,,findNextApprover,YES,NO,NO,NO,N/A,PENDING,0,MEDIUM,,
3965,5,1,przpurchase,GetOverlAllItemsStatusByBudgetID (Przpurchase),ACTION,POST,,GetOverlAllItemsStatusByBudgetID,YES,NO,NO,NO,N/A,PENDING,0,MEDIUM,,
3966,5,1,przpurchase,changestatusofthepurreq (Przpurchase),ACTION,POST,,changestatusofthepurreq,YES,NO,NO,NO,N/A,PENDING,0,MEDIUM,,
3967,5,1,przpurchase,add_update_purchase_request (Przpurchase),ACTION,POST,,add_update_purchase_request,YES,NO,NO,NO,N/A,PENDING,0,MEDIUM,,
3968,5,1,przpurchase,add_purchase_request (Przpurchase),ACTION,POST,,add_purchase_request,YES,NO,NO,NO,N/A,PENDING,0,MEDIUM,,
3969,5,1,przpurchase,coppy_resource_request (Przpurchase),ACTION,POST,,coppy_resource_request,YES,NO,NO,NO,N/A,PENDING,0,MEDIUM,,
3970,5,1,przpurchase,coppy_resource_request (Przpurchase),ACTION,POST,,coppy_resource_request,YES,NO,NO,NO,N/A,PENDING,0,MEDIUM,,
3971,5,1,przpurchase,setting (Przpurchase),ACTION,POST,,setting,YES,NO,NO,NO,N/A,PENDING,0,MEDIUM,,
3972,5,1,przpurchase,ag_PR_stages_table (Przpurchase),READ,GET,,ag_PR_stages_table,YES,NO,NO,NO,N/A,PENDING,0,MEDIUM,,
3973,5,1,przpurchase,ag_PO_stages_table (Przpurchase),READ,GET,,ag_PO_stages_table,YES,NO,NO,NO,N/A,PENDING,0,MEDIUM,,
3974,5,1,przpurchase,ag_voucher_stages_table (Przpurchase),READ,GET,,ag_voucher_stages_table,YES,NO,NO,NO,N/A,PENDING,0,MEDIUM,,
3975,5,1,przpurchase,ag_payment_stages_table (Przpurchase),READ,GET,,ag_payment_stages_table,YES,NO,NO,NO,N/A,PENDING,0,MEDIUM,,
3976,5,1,przpurchase,ag_DN_stages_table (Przpurchase),READ,GET,,ag_DN_stages_table,YES,NO,NO,NO,N/A,PENDING,0,MEDIUM,,
3977,5,1,przpurchase,ag_expense_stages_table (Przpurchase),READ,GET,,ag_expense_stages_table,YES,NO,NO,NO,N/A,PENDING,0,MEDIUM,,
3978,5,1,przpurchase,ag_PR_statuses_table (Przpurchase),READ,GET,,ag_PR_statuses_table,YES,NO,NO,NO,N/A,PENDING,0,MEDIUM,,
3979,5,1,przpurchase,ag_PO_statuses_table (Przpurchase),READ,GET,,ag_PO_statuses_table,YES,NO,NO,NO,N/A,PENDING,0,MEDIUM,,
3980,5,1,przpurchase,ag_voucher_statuses_table (Przpurchase),READ,GET,,ag_voucher_statuses_table,YES,NO,NO,NO,N/A,PENDING,0,MEDIUM,,
3981,5,1,przpurchase,ag_payment_statuses_table (Przpurchase),READ,GET,,ag_payment_statuses_table,YES,NO,NO,NO,N/A,PENDING,0,MEDIUM,,
3982,5,1,przpurchase,ag_DN_statuses_table (Przpurchase),READ,GET,,ag_DN_statuses_table,YES,NO,NO,NO,N/A,PENDING,0,MEDIUM,,
3983,5,1,przpurchase,ag_expense_statuses_table (Przpurchase),READ,GET,,ag_expense_statuses_table,YES,NO,NO,NO,N/A,PENDING,0,MEDIUM,,
3984,5,1,przpurchase,addpurchasestatus (Przpurchase),ACTION,POST,,addpurchasestatus,YES,NO,NO,NO,N/A,PENDING,0,MEDIUM,,
3985,5,1,przpurchase,purchase_stages (Przpurchase),ACTION,POST,,purchase_stages,YES,NO,NO,NO,N/A,PENDING,0,MEDIUM,,
3986,5,1,przpurchase,viewpurchasestatusdetail (Przpurchase),ACTION,POST,,viewpurchasestatusdetail,YES,NO,NO,NO,N/A,PENDING,0,MEDIUM,,
3987,5,1,przpurchase,delete_purchase_stage (Przpurchase),DELETE,DELETE,,delete_purchase_stage,YES,NO,NO,NO,N/A,PENDING,0,MEDIUM,,
3988,5,1,przpurchase,deletepurchasestatus (Przpurchase),ACTION,POST,,deletepurchasestatus,YES,NO,NO,NO,N/A,PENDING,0,MEDIUM,,
3989,5,1,przpurchase,getthestatusdetail (Przpurchase),ACTION,POST,,getthestatusdetail,YES,NO,NO,NO,N/A,PENDING,0,MEDIUM,,
3990,5,1,przpurchase,getthepurchasestatusapprover (Przpurchase),ACTION,POST,,getthepurchasestatusapprover,YES,NO,NO,NO,N/A,PENDING,0,MEDIUM,,
3991,5,1,przpurchase,addEditApprovers (Przpurchase),ACTION,POST,,addEditApprovers,YES,NO,NO,NO,N/A,PENDING,0,MEDIUM,,
3992,5,1,przpurchase,deleteApprover (Przpurchase),ACTION,POST,,deleteApprover,YES,NO,NO,NO,N/A,PENDING,0,MEDIUM,,
3993,5,1,przpurchase,purchase_order (Przpurchase),ACTION,POST,,purchase_order,YES,NO,NO,NO,N/A,PENDING,0,MEDIUM,,
3994,5,1,przpurchase,coppy_pur_request (Przpurchase),ACTION,POST,,coppy_pur_request,YES,NO,NO,NO,N/A,PENDING,0,MEDIUM,,
3995,5,1,przpurchase,getItem (Przpurchase),ACTION,POST,,getItem,YES,NO,NO,NO,N/A,PENDING,0,MEDIUM,,
3996,5,1,przpurchase,submitRequestApproval (Przpurchase),ACTION,POST,,submitRequestApproval,YES,NO,NO,NO,N/A,PENDING,0,MEDIUM,,
3997,5,1,przpurchase,purchase_request_stages (Przpurchase),ACTION,POST,,purchase_request_stages,YES,NO,NO,NO,N/A,PENDING,0,MEDIUM,,
3998,5,1,przpurchase,add_purchase_request_status (Przpurchase),ACTION,POST,,add_purchase_request_status,YES,NO,NO,NO,N/A,PENDING,0,MEDIUM,,
3999,5,1,przpurchase,delete_purchase_request_status (Przpurchase),DELETE,DELETE,,delete_purchase_request_status,YES,NO,NO,NO,N/A,PENDING,0,MEDIUM,,
4000,5,1,przpurchase,getPurchaseData (Przpurchase),ACTION,POST,,getPurchaseData,YES,NO,NO,NO,N/A,PENDING,0,MEDIUM,,
4001,5,1,przpurchase,getPurchaseStatuses (Przpurchase),ACTION,POST,,getPurchaseStatuses,YES,NO,NO,NO,N/A,PENDING,0,MEDIUM,,
4002,5,1,przpurchase,getPurchaseStatusesByBudgetInfo (Przpurchase),ACTION,POST,,getPurchaseStatusesByBudgetInfo,YES,NO,NO,NO,N/A,PENDING,0,MEDIUM,,
4003,5,1,przpurchase,get_pr_data_ajax (Przpurchase),VALIDATE,GET,,get_pr_data_ajax,YES,NO,NO,NO,N/A,PENDING,0,MEDIUM,,
4004,5,1,przpurchase,get_opp_items_by_id (Przpurchase),VALIDATE,GET,,get_opp_items_by_id,YES,NO,NO,NO,N/A,PENDING,0,MEDIUM,,
4005,5,1,przpurchase,update_status_counters (Przpurchase),ACTION,POST,,update_status_counters,YES,NO,NO,NO,N/A,PENDING,0,MEDIUM,,
4006,5,1,przpurchase,items_table (Przpurchase),READ,GET,,items_table,YES,NO,NO,NO,N/A,PENDING,0,MEDIUM,,
4073,5,1,quotations,items (Quotations),ACTION,POST,,items,YES,NO,NO,NO,N/A,PENDING,0,MEDIUM,,
4074,5,1,quotations,index (Quotations),LIST,GET,,index,YES,NO,NO,NO,N/A,PENDING,0,MEDIUM,,
4075,5,1,quotations,table (Quotations),LIST,GET,,table,YES,NO,NO,NO,N/A,PENDING,0,MEDIUM,,
4076,5,1,quotations,ag_index (Quotations),ACTION,POST,,ag_index,YES,NO,NO,NO,N/A,PENDING,0,MEDIUM,,
4077,5,1,quotations,get_table_data (Quotations),VALIDATE,GET,,get_table_data,YES,NO,NO,NO,N/A,PENDING,0,MEDIUM,,
4078,5,1,quotations,ag_index_items (Quotations),ACTION,POST,,ag_index_items,YES,NO,NO,NO,N/A,PENDING,0,MEDIUM,,
4079,5,1,quotations,get_items_table_data (Quotations),VALIDATE,GET,,get_items_table_data,YES,NO,NO,NO,N/A,PENDING,0,MEDIUM,,
4080,5,1,quotations,ag_quotation (Quotations),ACTION,POST,,ag_quotation,YES,NO,NO,NO,N/A,PENDING,0,MEDIUM,,
4081,5,1,quotations,ag_delete_quotation (Quotations),ACTION,POST,,ag_delete_quotation,YES,NO,NO,NO,N/A,PENDING,0,MEDIUM,,
4082,5,1,quotations,ag_items (Quotations),ACTION,POST,,ag_items,YES,NO,NO,NO,N/A,PENDING,0,MEDIUM,,
4083,5,1,quotations,get_email_items_data (Quotations),VALIDATE,GET,,get_email_items_data,YES,NO,NO,NO,N/A,PENDING,0,MEDIUM,,
4084,5,1,quotations,get_other_items_data (Quotations),VALIDATE,GET,,get_other_items_data,YES,NO,NO,NO,N/A,PENDING,0,MEDIUM,,
4085,5,1,quotations,load_related_data (Quotations),ACTION,POST,,load_related_data,YES,NO,NO,NO,N/A,PENDING,0,MEDIUM,,
4086,5,1,quotations,load_rfqs (Quotations),ACTION,POST,,load_rfqs,YES,NO,NO,NO,N/A,PENDING,0,MEDIUM,,
4087,5,1,quotations,get_purchase_requests (Quotations),VALIDATE,GET,,get_purchase_requests,YES,NO,NO,NO,N/A,PENDING,0,MEDIUM,,
4088,5,1,quotations,load_technical_inquiries (Quotations),ACTION,POST,,load_technical_inquiries,YES,NO,NO,NO,N/A,PENDING,0,MEDIUM,,
4089,5,1,quotations,supplier_replies (Quotations),ACTION,POST,,supplier_replies,YES,NO,NO,NO,N/A,PENDING,0,MEDIUM,,
4090,5,1,quotations,quotation (Quotations),ACTION,POST,,quotation,YES,NO,NO,NO,N/A,PENDING,0,MEDIUM,,
4091,5,1,quotations,delete_quotation (Quotations),DELETE,DELETE,,delete_quotation,YES,NO,NO,NO,N/A,PENDING,0,MEDIUM,,
4092,5,1,quotations,get_item_by_id (Quotations),VALIDATE,GET,,get_item_by_id,YES,NO,NO,NO,N/A,PENDING,0,MEDIUM,,
4093,5,1,quotations,get_rfq_items_by_id (Quotations),VALIDATE,GET,,get_rfq_items_by_id,YES,NO,NO,NO,N/A,PENDING,0,MEDIUM,,
4094,5,1,quotations,get_ta_items_by_id (Quotations),VALIDATE,GET,,get_ta_items_by_id,YES,NO,NO,NO,N/A,PENDING,0,MEDIUM,,
4095,5,1,quotations,refresh_quotation_item (Quotations),ACTION,POST,,refresh_quotation_item,YES,NO,NO,NO,N/A,PENDING,0,MEDIUM,,
4096,5,1,quotations,add_quot_item_to_table (Quotations),READ,GET,,add_quot_item_to_table,YES,NO,NO,NO,N/A,PENDING,0,MEDIUM,,
4097,5,1,quotations,confirmItemMatch (Quotations),ACTION,POST,,confirmItemMatch,YES,NO,NO,NO,N/A,PENDING,0,MEDIUM,,
4098,5,1,quotations,undoConfirmItemMatch (Quotations),ACTION,POST,,undoConfirmItemMatch,YES,NO,NO,NO,N/A,PENDING,0,MEDIUM,,
4099,5,1,quotations,quotation_attachment (Quotations),UPLOAD,POST,,quotation_attachment,YES,NO,NO,NO,N/A,PENDING,0,MEDIUM,,
4100,5,1,quotations,clear_signature (Quotations),ACTION,POST,,clear_signature,YES,NO,NO,NO,N/A,PENDING,0,MEDIUM,,
4101,5,1,quotations,update_number_settings (Quotations),ACTION,POST,,update_number_settings,YES,NO,NO,NO,N/A,PENDING,0,MEDIUM,,
4102,5,1,quotations,validate_quotation_number (Quotations),ACTION,POST,,validate_quotation_number,YES,NO,NO,NO,N/A,PENDING,0,MEDIUM,,
4103,5,1,quotations,delete_attachment (Quotations),DELETE,DELETE,,delete_attachment,YES,NO,NO,NO,N/A,PENDING,0,MEDIUM,,
4104,5,1,quotations,get_quotation_data_ajax (Quotations),VALIDATE,GET,,get_quotation_data_ajax,YES,NO,NO,NO,N/A,PENDING,0,MEDIUM,,
4105,5,1,quotations,ag_get_quotation_data_ajax (Quotations),ACTION,POST,,ag_get_quotation_data_ajax,YES,NO,NO,NO,N/A,PENDING,0,MEDIUM,,
4106,5,1,quotations,file_quotation (Quotations),ACTION,POST,,file_quotation,YES,NO,NO,NO,N/A,PENDING,0,MEDIUM,,
4107,5,1,quotations,get_quotations_total (Quotations),VALIDATE,GET,,get_quotations_total,YES,NO,NO,NO,N/A,PENDING,0,MEDIUM,,
4108,5,1,quotations,add_note (Quotations),ACTION,POST,,add_note,YES,NO,NO,NO,N/A,PENDING,0,MEDIUM,,
4109,5,1,quotations,get_notes (Quotations),VALIDATE,GET,,get_notes,YES,NO,NO,NO,N/A,PENDING,0,MEDIUM,,
